id,price_doc
30474,6587123.392823667
30475,7845754.1140137045
30476,6989423.428452664
30477,7055086.582219679
30478,4941598.412529983
30479,7833421.911484651
30480,6120171.398583978
30481,4134300.3174503655
30482,5169909.228693854
30483,4146112.6565748723
30484,6268383.189605751
30485,4868563.637963183
30486,3651087.416660986
30487,4955795.559017659
30488,5762688.135623712
30489,6190949.833681883
30490,16898030.937641837
30491,15766026.54107047
30492,7114220.437124918
30493,15114282.511161625
30494,7085690.839524734
30495,9897303.637419477
30496,10418447.710206756
30497,10708298.6585821
30498,6339101.983836729
30499,12323028.585649114
30500,11349718.694658883
30501,7736640.737501711
30502,3746731.202009157
30503,7876539.182725815
30504,7731663.341111826
30505,12071628.176052107
30506,3119842.18717577
30507,4244557.300646054
30508,6978312.945174452
30509,8616015.58591877
30510,8967480.772538727
30511,8162124.337839965
30512,7976143.410342811
30513,5938850.164975301
30514,3891483.423951956
30515,8841246.315467143
30516,7443334.774572564
30517,9639228.522495516
30518,6786522.171476886
30519,5664239.84033684
30520,6967705.830248613
30521,6623711.557995012
30522,7732756.845753778
30523,5951337.14313684
30524,9336051.263911944
30525,4860218.316492982
30526,4459926.377301511
30527,5197789.074904177
30528,8576263.887554292
30529,7723636.2226516735
30530,6923688.879224503
30531,14761838.776870264
30532,5116002.750584648
30533,9498906.640721371
30534,7406986.101932552
30535,8910642.530912623
30536,5800708.023375969
30537,11661714.663114043
30538,5069362.629168876
30539,10566049.624560833
30540,9557425.177708842
30541,9679511.927526494
30542,2155408.415046802
30543,6250469.837978845
30544,9765187.468634889
30545,7781643.599833353
30546,4324897.0345728
30547,9844939.841964593
30548,4842397.9744446855
30549,4955146.247262159
30550,13379777.27304367
30551,5122046.775344779
30552,2158738.983044194
30553,9443583.086759215
30554,12892662.616322603
30555,9108231.461942302
30556,7359235.592035041
30557,10005836.07069275
30558,10886356.471214773
30559,8533766.788993286
30560,6797509.884425465
30561,8095000.860272362
30562,12048786.855065426
30563,4709626.258607489
30564,7751550.249676383
30565,9986709.994164588
30566,7597564.031657412
30567,2194920.838956866
30568,10688854.289086754
30569,11768747.494279727
30570,7856646.957657069
30571,7511772.9416485885
30572,4427096.489404264
30573,6664899.48928846
30574,8105730.593944812
30575,7057281.382309689
30576,5012519.092821658
30577,6549218.657960459
30578,3044111.812297698
30579,8595887.329894297
30580,6199815.080245939
30581,5639780.206017476
30582,10321109.2734145
30583,7130958.3867941685
30584,5286512.291726368
30585,2757767.9894416053
30586,10157661.246280758
30587,6237770.456667426
30588,8527407.98044977
30589,9326945.219590878
30590,13135625.525179831
30591,5198190.030615433
30592,8236088.70560044
30593,10920541.337691683
30594,9281920.9419781
30595,6359465.229124312
30596,8200334.064237971
30597,6643235.001513676
30598,9320388.094516043
30599,14825278.049953802
30600,5818102.289699186
30601,7628600.020053512
30602,2242125.7845843015
30603,12940578.608205669
30604,5339850.288061985
30605,6674379.335077612
30606,24655631.354572754
30607,8472539.571159983
30608,6756644.654421825
30609,6129403.729221287
30610,3695794.3987335437
30611,6929437.39154017
30612,8895691.504715484
30613,9581027.547763262
30614,18961807.570012506
30615,9121536.19141174
30616,7753819.265069459
30617,10286620.001364164
30618,5489607.523090292
30619,4523608.685259767
30620,3125645.480013844
30621,9245337.937759403
30622,11115641.303253537
30623,8250927.136307082
30624,7047969.290027142
30625,7855343.947669901
30626,7370498.852579471
30627,9184969.116086803
30628,6448681.391017306
30629,6569390.934746432
30630,5061461.798772911
30631,5373119.108886473
30632,4161317.271302285
30633,7274478.0184264155
30634,9517177.375301823
30635,9482078.194478707
30636,7200956.39558134
30637,9286879.969368521
30638,7013678.581076772
30639,8027749.753471677
30640,4764177.453445756
30641,12108730.574589066
30642,7220387.5133589255
30643,10319055.481741386
30644,9382460.326719617
30645,9344738.348682422
30646,6596914.110846284
30647,5449289.195139235
30648,21505718.631504558
30649,2823086.4969133134
30650,5436866.476806324
30651,3173187.529369424
30652,5081767.812201931
30653,8266362.289157916
30654,4976558.048307011
30655,10020455.023074793
30656,3729629.547124421
30657,7535895.844243938
30658,9888849.352236146
30659,4686146.852885575
30660,10120983.256191866
30661,6029835.520936815
30662,9901064.721251186
30663,19114254.224923037
30664,6758285.614132465
30665,6368403.0675340835
30666,3014331.4181372626
30667,3813163.583648694
30668,8719460.68427287
30669,4638658.1796185775
30670,3668896.188881047
30671,10524581.128477277
30672,11405066.141552815
30673,13921979.065423602
30674,13101378.212341238
30675,2088322.1216182087
30676,8847741.733016118
30677,5945290.942588605
30678,14490346.07368162
30679,7034016.661932013
30680,6587840.281567086
30681,2519606.0645318567
30682,9870469.221362773
30683,10129823.00930093
30684,7180619.721200299
30685,8740182.576442104
30686,8912233.7259006
30687,4791914.31909719
30688,4217531.2689616475
30689,8021391.974622257
30690,22311004.13334341
30691,5551732.850574925
30692,8060707.705029487
30693,11322354.062286459
30694,7059963.741630444
30695,8068506.705450606
30696,8777823.567967538
30697,10878618.13272074
30698,10193105.278217643
30699,6753598.665196913
30700,4590741.182363371
30701,9349237.163747137
30702,6908430.3903875165
30703,4310186.444435186
30704,10682854.280148018
30705,9610276.02442299
30706,18670272.892953742
30707,3787445.9568494526
30708,13478216.132120572
30709,5695977.751703528
30710,10389614.24122992
30711,5570422.634773725
30712,4456666.450392936
30713,5265715.352258092
30714,7270446.639337469
30715,4540307.453871934
30716,10135700.802740566
30717,7181423.538332456
30718,14240903.977899363
30719,16077712.419573003
30720,9351831.863017717
30721,4335107.280254099
30722,7473938.927631362
30723,7039601.475845341
30724,10939956.651474899
30725,8750361.008581534
30726,12396252.23906535
30727,9192086.378080815
30728,10826959.908382054
30729,3738155.792346237
30730,7590025.137160677
30731,9330034.325391984
30732,6004697.0420045825
30733,12372626.887438966
30734,6517390.239695847
30735,6456956.368770192
30736,6514747.273723039
30737,9126735.410116618
30738,7312881.467828403
30739,4044182.623062685
30740,6618900.0667184815
30741,11381285.74388826
30742,5605576.061962767
30743,4929346.495202042
30744,11021159.125301627
30745,9144027.688828059
30746,6594045.192602253
30747,7122589.235457723
30748,16160490.522424707
30749,5547578.321272106
30750,6289501.791267879
30751,5843501.923816909
30752,8856558.17612183
30753,10071310.418048954
30754,7068579.172310815
30755,4127512.0698760473
30756,9233380.212544464
30757,6366307.642284697
30758,9373623.27327373
30759,7734233.87767503
30760,4161999.9388848473
30761,10431959.512941087
30762,6882191.646023363
30763,11589835.65430983
30764,6511030.847335856
30765,6862814.15439339
30766,4074299.847906566
30767,11288434.827212341
30768,6104029.60366836
30769,7959556.535281923
30770,6355033.820876665
30771,3467646.665170975
30772,11095101.847897487
30773,11647382.681700269
30774,7726000.353443932
30775,11488510.2701962
30776,7812387.189915971
30777,6415349.124841488
30778,9828561.160396947
30779,7991697.11192683
30780,8394020.322538594
30781,6326310.436072233
30782,5382535.896814855
30783,5343748.799101739
30784,3878818.741547476
30785,6787021.9955486115
30786,5915432.5751282
30787,9338273.597253805
30788,5418933.140162151
30789,8791797.101211106
30790,7209762.604082544
30791,10074242.434260417
30792,6646140.975054853
30793,10727364.701756889
30794,13742698.866955914
30795,11423730.529350616
30796,15273124.278695062
30797,14841867.103540175
30798,3230555.813031061
30799,10930410.459771598
30800,17773590.505482174
30801,8909189.306100115
30802,16697143.145958198
30803,2715563.4266482433
30804,3366845.8585223057
30805,14625788.699846227
30806,6672259.819654908
30807,8706658.901916558
30808,10721301.835864546
30809,5694175.264872168
30810,13988891.662007349
30811,4468938.688990048
30812,6316072.968205282
30813,6023875.188646173
30814,3580852.96837697
30815,4878482.773855259
30816,10536148.648623947
30817,2197208.801424152
30818,9928066.727239145
30819,12299862.659589782
30820,6735054.379540396
30821,19998068.48582666
30822,10671645.30807333
30823,8291433.811936691
30824,4054907.8011554396
30825,6691862.76075994
30826,8451320.478178522
30827,7004301.199092616
30828,7497947.2158742985
30829,8013370.624243244
30830,10396511.714251986
30831,5863554.972782523
30832,8006362.100983072
30833,6813087.164085488
30834,4108171.6552968053
30835,10389191.066811547
30836,7174206.649683261
30837,5625526.072306319
30838,5832912.103885817
30839,7047338.915270547
30840,14175353.952186486
30841,11247826.848277528
30842,8892275.267852906
30843,6618097.19675668
30844,9330827.929566577
30845,9971963.295212328
30846,6107002.728487053
30847,7916284.415728148
30848,8808108.197698057
30849,4750170.673926799
30850,3853553.9043816603
30851,4374985.592412266
30852,8913268.363473255
30853,3527670.1453952496
30854,7675124.4171821475
30855,7504515.670274747
30856,9710276.422565738
30857,2578595.693736302
30858,5867715.767719464
30859,5861979.137346765
30860,7576424.592505428
30861,7552978.601948242
30862,8609750.28368388
30863,5581798.021344892
30864,8139669.004834625
30865,9576761.178196006
30866,9935534.620871713
30867,6891783.940628442
30868,10068041.98210574
30869,6180071.620262057
30870,7813738.328677939
30871,9710358.661726588
30872,4137571.8111457787
30873,3470119.8117001047
30874,7236452.0627851235
30875,6978851.147959371
30876,4682564.509616381
30877,11475740.012404513
30878,6359734.2604676755
30879,12421499.393220825
30880,9107022.790725311
30881,2215126.1251606946
30882,9484864.809064172
30883,3724749.7985052858
30884,6631787.668417746
30885,6877831.5422610715
30886,8336012.848170051
30887,8519220.451458368
30888,4742464.43612007
30889,7266781.693472656
30890,9708768.077645456
30891,4054771.045457795
30892,4162326.2114095306
30893,5947488.692948596
30894,7302059.117098165
30895,5743042.187109419
30896,6699020.465965813
30897,10713540.429512566
30898,8313670.077791653
30899,6166244.150075436
30900,2922026.5529207108
30901,7394055.973687299
30902,2225386.4013657086
30903,7107113.201790826
30904,9058079.837252611
30905,6483858.057665626
30906,8801597.876101702
30907,13806521.68290577
30908,4312731.796191026
30909,13240927.08695
30910,8182748.318825126
30911,7555285.713895692
30912,7680577.040742825
30913,9899314.688622156
30914,7395550.720481417
30915,7804306.03219483
30916,5121236.200154874
30917,10485790.918741541
30918,7758308.6513623195
30919,4007943.385964788
30920,6103569.759861729
30921,5319603.327634515
30922,7356760.673383791
30923,2890832.296995038
30924,6696219.416367075
30925,16467760.072917257
30926,7830790.122351711
30927,7894483.284578752
30928,5592920.036257685
30929,7040574.647834785
30930,12946082.686423948
30931,9832442.829758748
30932,5976355.190265763
30933,6677297.715271037
30934,14029240.369214557
30935,7828955.627012462
30936,6453388.282192841
30937,9043120.542683871
30938,5310474.443206535
30939,11313086.367888689
30940,6554404.362174735
30941,7939250.996066859
30942,3365021.139182755
30943,5978290.04951646
30944,5527746.057304659
30945,4810999.263928733
30946,17201677.88734097
30947,6742249.252119524
30948,9063195.393261358
30949,6084230.8273170795
30950,8804088.861611288
30951,18675510.420920607
30952,10913029.21341898
30953,11620542.862135114
30954,5492175.335241581
30955,7379587.158706164
30956,8166344.953587531
30957,6691620.760858218
30958,30085229.165376317
30959,10265851.009185242
30960,9687853.148227016
30961,7682283.85202321
30962,12900602.616734274
30963,3439255.890675787
30964,4367385.93771963
30965,6627849.725801026
30966,13195720.672381219
30967,10858677.851591738
30968,3427957.4297579234
30969,3038120.6570952414
30970,7377232.977853426
30971,14536601.587144526
30972,3102421.771553278
30973,5900157.916920611
30974,4669181.207197095
30975,10137218.119543925
30976,6592870.287355654
30977,7055564.295984708
30978,9497043.436405934
30979,2999653.6728696125
30980,11507537.231076567
30981,6483290.621111882
30982,7103628.6441566115
30983,3510884.236186467
30984,6766342.408163619
30985,3688319.5888079354
30986,10183476.845141884
30987,11252267.133864656
30988,8543007.64407638
30989,9405278.783240693
30990,13829053.587546095
30991,11562684.458987325
30992,3143779.6749766455
30993,9705383.352874717
30994,6507843.2867597835
30995,8179452.044175324
30996,7036689.730411149
30997,7466812.138946267
30998,10176104.876873609
30999,9306173.575641762
31000,10972759.846693417
31001,8925923.722254712
31002,8585583.712666206
31003,11769421.838870274
31004,3587902.310297291
31005,2941559.343556921
31006,7411107.95895716
31007,7488235.337858905
31008,6501497.241575648
31009,8413002.09921078
31010,7819086.927722522
31011,5215553.74018116
31012,6961240.283757006
31013,7051647.058173006
31014,8516218.819905067
31015,10723015.518625764
31016,4807045.803261681
31017,9067649.923305307
31018,6622238.153626676
31019,4795411.528083671
31020,7017287.381658171
31021,12143698.973919401
31022,14696381.192151481
31023,9800626.243803384
31024,5995476.086374126
31025,7434566.937239957
31026,7048480.330087532
31027,4683243.491828586
