id,price_doc
30474,5532220.148960926
30475,8885793.19431965
30476,7238198.246212736
30477,6256692.246032661
30478,5147227.3404831765
30479,8661552.786439016
30480,5425333.915024319
30481,4225440.722713124
30482,5332036.272243151
30483,4108410.7884960854
30484,6366969.232661429
30485,4939109.718664159
30486,3867834.484550236
30487,5037479.583399608
30488,6115513.659513755
30489,6733712.34887781
30490,20923179.82927334
30491,18902416.747604046
30492,7356729.012594254
30493,16449108.33875778
30494,7101969.664843934
30495,13573409.162657348
30496,10530719.260847235
30497,10511119.099899776
30498,5262728.718063746
30499,11454217.58710455
30500,10655078.035555333
30501,7541337.56987985
30502,3124520.1824757806
30503,8787934.15575211
30504,7545432.398245056
30505,12210348.4395208
30506,3159197.784746768
30507,4538811.008376284
30508,6635007.610342543
30509,7752884.178329417
30510,9112968.28471198
30511,8205270.325493114
30512,7767522.12109664
30513,5668601.806763109
30514,3885244.302442184
30515,9427303.118591454
30516,6545806.597331447
30517,10365288.33412517
30518,7127872.068281725
30519,5871783.216466133
30520,7118255.239465313
30521,6527291.187043956
30522,7789706.57409088
30523,6424109.519799593
30524,10162030.839048104
30525,7565277.559519582
30526,4609002.363903114
30527,5610669.757460605
30528,7512005.118570855
30529,7681439.339330555
30530,6854731.094140045
30531,16131088.542945605
30532,4841652.401906209
30533,11614488.108704539
30534,7376481.872719055
30535,9132182.038052915
30536,5896840.877756193
30537,12810053.640530702
30538,5210962.205855991
30539,10506444.622506393
30540,9793294.644417107
30541,8607594.971709007
30542,2251054.0984059675
30543,6640314.232102797
30544,9265615.289994076
30545,8891237.60015781
30546,4674314.215759931
30547,10058417.011074034
30548,4928968.368121879
30549,5487034.208725698
30550,13521987.092841834
30551,4959784.037510886
30552,2185307.915691258
30553,10382950.016371252
30554,14092932.31773149
30555,8109508.017055029
30556,7974951.936712579
30557,11529540.04116117
30558,10430589.343340712
30559,8354187.513399911
30560,7255211.522518833
30561,8464377.735598931
30562,12149174.660944346
30563,4691006.924171318
30564,9612770.709915988
30565,10405432.532998038
30566,7682993.367736856
30567,2221438.6009969404
30568,10726931.544325761
30569,12158045.769422837
30570,8583545.305244692
30571,6904797.326709049
30572,4985875.562720333
30573,6874606.248352627
30574,8607793.41789481
30575,8323543.956682563
30576,5169862.35690709
30577,6216730.69363063
30578,3293923.486868664
30579,9097502.363680642
30580,6644363.314823331
30581,5201087.549318622
30582,12770257.61399708
30583,7530310.3892281735
30584,5836133.908230776
30585,2821220.43950835
30586,9887038.451625088
30587,7137820.949691561
30588,9026247.418086799
30589,9291190.15781089
30590,14743371.874785753
30591,5507104.1837304225
30592,7817654.495106951
30593,10172832.6861194
30594,9181032.470538799
30595,6853684.503808837
30596,7925389.101323241
30597,6842486.125717317
